game_date,player_name,min_off,min_on
2017-04-01,Connor Jennings,55.0,
2017-04-01,Andy Mangan,,74.0
2017-04-01,Andy Cook,,86.0
2017-04-01,Adam Mekki,,55.0
2017-04-01,Cole Stockton,86.0,
2017-04-01,James Norwood,74.0,
2017-04-04,Adam Mekki,,75.0
2017-04-04,Connor Jennings,75.0,
2017-04-04,Andy Cook,,82.0
2017-04-04,Cole Stockton,82.0,
2017-04-08,Andy Cook,,51.0
2017-04-08,Erico Sousa,,82.0
2017-04-08,Aaron Collins,,67.0
2017-04-08,James Norwood,67.0,
2017-04-08,Cole Stockton,51.0,
2017-04-08,Jay Harris,82.0,
2017-04-11,Jay Harris,26.0,
2017-04-11,Lee Vaughan,86.0,
2017-04-11,Cole Stockton,72.0,
2017-04-11,James Wallace,,26.0
2017-04-11,Andy Cook,,72.0
2017-04-11,Erico Sousa,,86.0
2017-04-14,Adam Buxton,67.0,
2017-04-14,Andy Cook,,75.0
2017-04-14,Cole Stockton,75.0,
2017-04-14,Erico Sousa,,67.0
2017-04-17,Andy Mangan,,89.0
2017-04-17,Jack Dunn,,63.0
2017-04-17,Andy Cook,68.0,
2017-04-17,James Norwood,89.0,
2017-04-17,Connor Jennings,63.0,
2017-04-17,Cole Stockton,,68.0
2017-04-22,Andy Cook,,72.0
2017-04-22,Cole Stockton,72.0,
2017-04-22,James Norwood,72.0,
2017-04-22,Lee Vaughan,58.0,
2017-04-22,Jack Dunn,,58.0
2017-04-22,Andy Mangan,,72.0
2017-04-29,Sam Ilesanmi,64.0,
2017-04-29,Tom Coughan,,64.0
2017-04-29,Eddie Clarke,36.0,
2017-04-29,Jack Flemming,,36.0
2017-04-29,Adam Mekki,76.0,
2017-04-29,James Devine,,76.0
2017-05-03,Lois Maynard,87.0,
2017-05-03,Jack Dunn,,89.0
2017-05-03,Cole Stockton,86.0,
2017-05-03,James Norwood,89.0,
2017-05-03,Andy Mangan,,87.0
2017-05-03,Andy Cook,,86.0
2017-05-06,Andy Mangan,,69.0
2017-05-06,James Wallace,69.0,
2017-05-14,Jack Dunn,,53.0
2017-05-14,Connor Jennings,61.0,
2017-05-14,Andy Mangan,53.0,
2017-05-14,Andy Cook,,61.0
2017-08-05,James Alabi,74.0,
2017-08-05,Oliver Norburn,57.0,
2017-08-05,Andy Cook,,74.0
2017-08-05,Ritchie Sutton,,57.0
2017-08-08,Jack Dunn,75.0,
2017-08-08,Andy Mangan,,75.0
2017-08-08,Andy Cook,75.0,
2017-08-08,James Alabi,,75.0
2017-08-12,Andy Mangan,,73.0
2017-08-12,Jay Harris,73.0,
2017-08-12,Jack Dunn,45.0,
2017-08-12,James Alabi,,45.0
2017-08-15,James Alabi,,73.0
2017-08-15,Jay Harris,73.0,
2017-08-19,Connor Jennings,77.0,
2017-08-19,Jay Harris,60.0,
2017-08-19,Jack Dunn,,60.0
2017-08-19,James Alabi,,77.0
2017-08-26,Jeff Hughes,72.0,
2017-08-26,Connor Jennings,67.0,
2017-08-26,James Alabi,57.0,
2017-08-26,Jay Harris,,72.0
2017-08-26,Andy Cook,,57.0
2017-08-26,Andy Mangan,,67.0
2017-08-28,Mitch Duggan,77.0,
2017-08-28,Andy Mangan,63.0,
2017-08-28,Oliver Norburn,64.0,
2017-08-28,Connor Jennings,,64.0
2017-08-28,Adam Buxton,,77.0
2017-08-28,James Norwood,,63.0
2017-09-02,Oliver Norburn,60.0,
2017-09-02,Andy Mangan,53.0,
2017-09-02,James Norwood,,53.0
2017-09-02,Mitch Duggan,72.0,
2017-09-02,Connor Jennings,,60.0
2017-09-02,Adam Buxton,,72.0
2017-09-09,Jack Dunn,,53.0
2017-09-09,James McEveley,78.0,
2017-09-09,Connor Jennings,,78.0
2017-09-09,Andy Cook,53.0,
2017-09-09,Jay Harris,53.0,
2017-09-09,George Waring,,53.0
2017-09-12,James Alabi,,81.0
2017-09-12,Jay Harris,,73.0
2017-09-12,Andy Cook,73.0,
2017-09-12,Connor Jennings,81.0,
2017-09-12,Evan Gumbs,60.0,
2017-09-12,Jack Dunn,,60.0
2017-09-16,Oliver Norburn,84.0,
2017-09-16,George Waring,,84.0
2017-09-23,Jack Dunn,62.0,
2017-09-23,George Waring,,84.0
2017-09-23,James Alabi,84.0,
2017-09-23,Andy Cook,,62.0
2017-10-04,Dylan Mottley-Henry,,40.0
2017-10-04,Jay Harris,,88.0
2017-10-04,Ben Tollitt,40.0,
2017-10-04,Oliver Norburn,88.0,
2017-10-07,Gerry McDonagh,,60.0
2017-10-07,Andy Cook,60.0,
2017-10-07,Oliver Norburn,89.0,
2017-10-07,Jay Harris,,89.0
2017-10-14,Andy Cook,65.0,
2017-10-14,James Norwood,90.0,
2017-10-14,Gerry McDonagh,,65.0
2017-10-14,Mitch Duggan,,65.0
2017-10-14,Andy Mangan,,90.0
2017-10-14,Dylan Mottley-Henry,65.0,
2017-10-21,Gerry McDonagh,,89.0
2017-10-21,James McEveley,,61.0
2017-10-21,James Norwood,89.0,
2017-10-21,Dylan Mottley-Henry,61.0,
2017-10-24,Steve McNulty,46.0,
2017-10-24,James McEveley,,46.0
2017-10-28,Andy Cook,,77.0
2017-10-28,James Norwood,25.0,
2017-10-28,Larnell Cole,77.0,25.0
2017-11-04,Andy Cook,,68.0
2017-11-04,Connor Jennings,69.0,
2017-11-04,Gerry McDonagh,68.0,
2017-11-04,Larnell Cole,,69.0
2017-11-11,Larnell Cole,,34.0
2017-11-11,Andy Cook,87.0,
2017-11-11,Gerry McDonagh,,87.0
2017-11-11,Mitch Duggan,6.0,
2017-11-11,Jay Harris,,6.0
2017-11-11,Jeff Hughes,34.0,
2017-11-15,Andy Cook,,67.0
2017-11-15,James McEveley,45.0,
2017-11-15,Gerry McDonagh,67.0,
2017-11-15,Adam Buxton,,45.0
2017-11-15,Larnell Cole,,73.0
2017-11-15,Oliver Norburn,73.0,
2017-11-18,Dylan Mottley-Henry,72.0,
2017-11-18,Liam Ridehalgh,73.0,
2017-11-18,Devarn Green,,72.0
2017-11-18,Evan Gumbs,,73.0
2017-11-21,Andy Cook,89.0,
2017-11-21,Larnell Cole,46.0,
2017-11-21,Josh Kay,,89.0
2017-11-21,James Norwood,85.0,
2017-11-21,Gerry McDonagh,,85.0
2017-11-21,Connor Jennings,,46.0
2017-11-25,Oliver Norburn,86.0,
2017-11-25,Dylan Mottley-Henry,84.0,
2017-11-25,Josh Kay,,86.0
2017-11-25,Devarn Green,,84.0
2017-12-09,Gerry McDonagh,,85.0
2017-12-09,Jay Harris,,71.0
2017-12-09,James Norwood,85.0,
2017-12-09,Ollie Banks,71.0,
2017-12-18,Ollie Banks,61.0,
2017-12-18,Ollie Norburn,67.0,
2017-12-18,Jay Harris,,61.0
2017-12-18,Jeff Hughes,,67.0
2017-12-23,Gerry McDonagh,,89.0
2017-12-23,Andy Cook,89.0,
2017-12-26,Jeff Hughes,,70.0
2017-12-26,Dylan Mottley-Henry,81.0,
2017-12-26,Gerry McDonagh,,85.0
2017-12-26,Ollie Banks,70.0,
2017-12-26,Evan Gumbs,,81.0
2017-12-26,Andy Cook,85.0,
2017-12-30,Larnell Cole,76.0,
2017-12-30,Jeff Hughes,,83.0
2017-12-30,Jake Kirby,,80.0
2017-12-30,Jay Harris,,76.0
2017-12-30,James Norwood,80.0,
2017-12-30,Oliver Norburn,83.0,
2018-01-01,Jay Harris,,76.0
2018-01-01,Luke Pilling,,44.0
2018-01-01,Eddie Clarke,,46.0
2018-01-01,Larnell Cole,46.0,
2018-01-01,Oliver Norburn,76.0,
2018-01-01,Scott Davies,44.0,
2018-01-06,Jay Harris,59.0,
2018-01-06,Adam Buxton,77.0,
2018-01-06,Larnell Cole,65.0,
2018-01-06,Liam Ridehalgh,,77.0
2018-01-06,Jake Kirby,,65.0
2018-01-06,Jeff Hughes,,59.0
2018-01-13,Jeff Hughes,,82.0
2018-01-13,Steve McNulty,6.0,
2018-01-13,Liam Ridehalgh,,6.0
2018-01-13,Larnell Cole,82.0,
2018-01-20,Jeff Hughes,,77.0
2018-01-20,Josh Ginnelly,77.0,
2018-01-20,Andy Mangan,,64.0
2018-01-20,Jake Kirby,64.0,
2018-01-27,Eddie Clarke,,74.0
2018-01-27,Josh Ginnelly,74.0,
2018-02-03,Oliver Norburn,73.0,
2018-02-03,James Norwood,84.0,
2018-02-03,Andy Mangan,,84.0
2018-02-03,Josh Ginnelly,73.0,
2018-02-03,Ben Tollitt,,73.0
2018-02-03,Jeff Hughes,,73.0
2018-02-10,Ben Tollitt,,63.0
2018-02-10,Josh Ginnelly,63.0,
2018-02-17,Oliver Norburn,88.0,
2018-02-17,Josh Ginnelly,69.0,
2018-02-17,Jeff Hughes,,88.0
2018-02-17,Ben Tollitt,,69.0
2018-02-24,James Norwood,81.0,
2018-02-24,Andy Mangan,,81.0
2018-02-24,Mitch Duggan,68.0,42.0
2018-02-24,Ben Tollitt,,68.0
2018-02-24,Jeff Hughes,42.0,
2018-03-10,Ben Tollitt,,73.0
2018-03-10,Josh Ginnelly,73.0,
2018-03-10,James Wallace,,81.0
2018-03-10,Ritchie Sutton,,73.0
2018-03-10,Jay Harris,81.0,
2018-03-10,Emmanuel Monthe,73.0,
2018-03-17,Ben Tollitt,,49.0
2018-03-17,Josh Ginnelly,49.0,
2018-03-24,Andy Mangan,,76.0
2018-03-24,Ben Tollitt,76.0,
2018-04-07,Jay Harris,,84.0
2018-04-07,Ben Tollitt,84.0,
2018-04-07,James Norwood,74.0,
2018-04-07,Andy Mangan,,74.0
2018-04-07,James Wallace,,81.0
2018-04-07,Oliver Norburn,81.0,
2018-04-10,Larnell Cole,,69.0
2018-04-10,James Norwood,85.0,
2018-04-10,Ben Tollitt,69.0,
2018-04-10,Drissa Traore,,89.0
2018-04-10,Andy Mangan,,85.0
2018-04-10,Andy Cook,89.0,
2018-04-14,Larnell Cole,,43.0
2018-04-14,Andy Cook,83.0,
2018-04-14,Ben Tollitt,43.0,
2018-04-14,James Norwood,89.0,
2018-04-14,Andy Mangan,,89.0
2018-04-14,Jay Harris,,83.0
2018-04-17,Jay Harris,,83.0
2018-04-17,Larnell Cole,83.0,
2018-04-21,Larnell Cole,61.0,
2018-04-21,Jay Harris,,22.0
2018-04-21,Andy Mangan,,74.0
2018-04-21,Andy Cook,74.0,
2018-04-21,Adam Buxton,22.0,
2018-04-21,Josh Ginnelly,,61.0
2018-04-24,Danny Walker-Rice,,85.0
2018-04-24,Elliot Rokka,62.0,
2018-04-24,Carl Spellman,,62.0
2018-04-24,Devarn Green,85.0,
2018-04-28,Larnell Cole,68.0,
2018-04-28,Mitch Duggan,,68.0
2018-05-05,Adam Buxton,82.0,
2018-05-05,Josh Ginnelly,95.0,
2018-05-05,Emmanuel Monthe,,82.0
2018-05-05,Jay Harris,,95.0
2018-05-12,Josh Ginnelly,34.0,
2018-05-12,Eddie Clarke,,9.0
2018-05-12,Jay Harris,,50.0
2018-05-12,Connor Jennings,,34.0
2018-05-12,Ritchie Sutton,50.0,
2018-05-12,Larnell Cole,9.0,
2018-08-04,Ben Tollitt,,70.0
2018-08-04,Jonny Smith,70.0,
2018-08-11,Harvey Gilmour,,73.0
2018-08-11,Emmanuel Monthe,,47.0
2018-08-11,Jonny Smith,65.0,
2018-08-11,Ritchie Sutton,47.0,
2018-08-11,Cole Stockton,73.0,
2018-08-11,Ben Tollitt,,65.0
2018-08-14,Jay Harris,,71.0
2018-08-14,Steve McNulty,,31.0
2018-08-14,Ben Tollitt,63.0,
2018-08-14,Zoumana Bakayogo,31.0,
2018-08-14,Jonny Smith,,63.0
2018-08-14,Ollie Banks,71.0,
2018-08-18,Dylan Mottley-Henry,,61.0
2018-08-18,Paul Mullin,,84.0
2018-08-18,Cole Stockton,69.0,
2018-08-18,Harvey Gilmour,,69.0
2018-08-18,Jonny Smith,61.0,
2018-08-18,Jake Caprice,84.0,
2018-08-21,Jonny Smith,70.0,
2018-08-21,Dylan Mottley-Henry,,70.0
2018-08-25,Cole Stockton,61.0,
2018-08-25,Paul Mullin,,61.0
2018-08-25,Dylan Mottley-Henry,,61.0
2018-08-25,Jonny Smith,61.0,
2018-09-01,Dylan Mottley-Henry,,56.0
2018-09-01,Jonny Smith,56.0,
2018-09-01,Cole Stockton,77.0,
2018-09-01,Zoumana Bakayogo,,77.0
2018-09-04,Paul Mullin,81.0,
2018-09-04,Ben Tollitt,,63.0
2018-09-04,Connor Jennings,,81.0
2018-09-04,Dylan Mottley-Henry,63.0,
2018-09-04,Adam Buxton,77.0,
2018-09-04,Jake Caprice,,77.0
2018-09-08,Paul Mullin,,76.0
2018-09-08,Dylan Mottley-Henry,,76.0
2018-09-08,Jonny Smith,76.0,
2018-09-08,Cole Stockton,76.0,
2018-09-15,Paul Mullin,,70.0
2018-09-15,Dylan Mottley-Henry,73.0,
2018-09-15,Cole Stockton,70.0,
2018-09-15,Jonny Smith,,73.0
2018-09-22,Jonny Smith,,55.0
2018-09-22,Connor Jennings,56.0,
2018-09-22,Larnell Cole,,56.0
2018-09-22,Paul Mullin,72.0,
2018-09-22,Cole Stockton,,72.0
2018-09-22,Dylan Mottley-Henry,55.0,
2018-09-29,Harvey Gilmour,,59.0
2018-09-29,Jonny Smith,83.0,
2018-09-29,Cole Stockton,59.0,
2018-09-29,Dylan Mottley-Henry,,83.0
2018-10-02,Jonny Smith,81.0,
2018-10-02,Cole Stockton,45.0,
2018-10-02,Harvey Gilmour,,45.0
2018-10-02,Dylan Mottley-Henry,,81.0
2018-10-06,Jonny Smith,77.0,
2018-10-06,Mark Ellis,,89.0
2018-10-06,Connor Jennings,89.0,
2018-10-06,Dylan Mottley-Henry,,77.0
2018-10-06,Franklyn Akammadu,,84.0
2018-10-06,Paul Mullin,84.0,
2018-10-09,Ben Tollitt,45.0,
2018-10-09,Connor Jennings,,76.0
2018-10-09,Jake Caprice,76.0,
2018-10-09,Emmanuel Monthe,,68.0
2018-10-09,Harvey Gilmour,,45.0
2018-10-09,Adam Buxton,68.0,
2018-10-12,Jonny Smith,69.0,
2018-10-12,Larnell Cole,,69.0
2018-10-20,Jay Harris,,89.0
2018-10-20,Mark Ellis,,89.0
2018-10-20,Larnell Cole,,66.0
2018-10-20,Harvey Gilmour,61.0,
2018-10-20,Paul Mullin,,61.0
2018-10-20,Jonny Smith,66.0,
2018-10-20,Luke McCullough,89.0,
2018-10-21,Larnell Cole,,65.0
2018-10-21,Paul Mullin,,60.0
2018-10-21,Luke McCullough,90.0,
2018-10-21,Jay Harris,,90.0
2018-10-21,Harvey Gilmour,60.0,
2018-10-21,Jonny Smith,65.0,
2018-10-23,Jonny Smith,55.0,
2018-10-23,Connor Jennings,66.0,
2018-10-23,Paul Mullin,,66.0
2018-10-23,Ben Tollitt,,80.0
2018-10-23,Harvey Gilmour,80.0,
2018-10-23,Larnell Cole,,55.0
2018-10-27,Jonny Smith,,83.0
2018-10-27,Harvey Gilmour,,76.0
2018-10-27,Paul Mullin,76.0,
2018-10-27,Larnell Cole,83.0,
2018-10-30,Evan Gumbs,,81.0
2018-10-30,Ryan Williams,,61.0
2018-10-30,Adam Buxton,61.0,
2018-10-30,Franklyn Akammadu,81.0,
2018-10-30,Jake Caprice,,61.0
2018-10-30,Jonny Smith,61.0,
2018-11-03,Jay Harris,,82.0
2018-11-03,Harvey Gilmour,,74.0
2018-11-03,Paul Mullin,67.0,
2018-11-03,Jonny Smith,,67.0
2018-11-03,Ollie Banks,82.0,
2018-11-03,Larnell Cole,74.0,
2018-11-10,Jay Harris,71.0,
2018-11-10,Ben Tollitt,,45.0
2018-11-10,Harvey Gilmour,,71.0
2018-11-10,Paul Mullin,45.0,
2018-11-10,Jonny Smith,,57.0
2018-11-10,Larnell Cole,57.0,
2018-11-17,Paul Mullin,,74.0
2018-11-17,Larnell Cole,,61.0
2018-11-17,Jonny Smith,74.0,
2018-11-17,Harvey Gilmour,61.0,
2018-11-20,Paul Mullin,82.0,
2018-11-20,Cole Stockton,,82.0
2018-11-20,Zoumana Bakayogo,87.0,
2018-11-20,Liam Ridehalgh,,87.0
2018-11-20,Larnell Cole,63.0,
2018-11-20,Dylan Mottley-Henry,,63.0
2018-11-24,Cole Stockton,,87.0
2018-11-24,Paul Mullin,87.0,
2018-11-27,Larnell Cole,,61.0
2018-11-27,Ritchie Sutton,,45.0
2018-11-27,Liam Ridehalgh,,72.0
2018-11-27,Zoumana Bakayogo,72.0,
2018-11-27,Dylan Mottley-Henry,61.0,
2018-11-27,Steve McNulty,45.0,
2018-12-02,Jonny Smith,,9.0
2018-12-02,Dylan Mottley-Henry,9.0,
2018-12-02,Adam Buxton,,59.0
2018-12-02,Harvey Gilmour,59.0,
2018-12-02,Ben Tollitt,,45.0
2018-12-02,Paul Mullin,45.0,
2018-12-08,Cole Stockton,76.0,
2018-12-08,Paul Mullin,,76.0
2018-12-08,Jonny Smith,86.0,
2018-12-08,Jake Caprice,,86.0
2018-12-15,Larnell Cole,75.0,
2018-12-15,Jay Harris,79.0,
2018-12-15,Paul Mullin,,79.0
2018-12-15,Harvey Gilmour,,75.0
2018-12-17,Jake Caprice,86.0,
2018-12-17,Cole Stockton,,81.0
2018-12-17,Adam Buxton,,86.0
2018-12-17,Paul Mullin,81.0,
2018-12-22,Paul Mullin,54.0,
2018-12-22,Ritchie Sutton,,42.0
2018-12-22,Jake Caprice,80.0,
2018-12-22,Cole Stockton,,54.0
2018-12-22,Jonny Smith,,80.0
2018-12-22,Steve McNulty,42.0,
2018-12-26,Ritchie Sutton,83.0,
2018-12-26,Harvey Gilmour,,83.0
2018-12-26,Paul Mullin,,83.0
2018-12-26,Cole Stockton,83.0,
2018-12-29,Cole Stockton,61.0,
2018-12-29,Paul Mullin,,70.0
2018-12-29,Jonny Smith,,61.0
2018-12-29,Ritchie Sutton,70.0,
2019-01-01,Larnell Cole,,69.0
2019-01-01,Jonny Smith,69.0,
2019-01-04,Jay Harris,58.0,
2019-01-04,Paul Mullin,,83.0
2019-01-04,Ollie Banks,,58.0
2019-01-04,Connor Jennings,83.0,
2019-01-12,Jay Harris,,77.0
2019-01-12,Ollie Banks,77.0,
2019-01-12,Ishmael Miller,71.0,
2019-01-12,Paul Mullin,,71.0
2019-01-19,Luke McCullough,81.0,
2019-01-19,Jonny Smith,,81.0
2019-01-19,Connor Jennings,,29.0
2019-01-19,Mark Ellis,37.0,
2019-01-19,Adam Buxton,,37.0
2019-01-19,Ishmael Miller,29.0,
2019-01-26,Ben Pringle,,65.0
2019-01-26,Steve McNulty,65.0,
2019-02-05,Jonny Smith,,72.0
2019-02-05,Harvey Gilmour,,86.0
2019-02-05,Kieron Morris,72.0,
2019-02-05,Ben Pringle,59.0,
2019-02-05,Luke McCullough,86.0,
2019-02-05,Chris Dagnall,,59.0
2019-02-09,Connor Jennings,86.0,
2019-02-09,Sid Nelson,34.0,
2019-02-09,Chris Dagnall,,86.0
2019-02-09,Kieron Morris,84.0,
2019-02-09,Mark Ellis,,34.0
2019-02-09,Jonny Smith,,84.0
2019-02-16,Adam Buxton,,81.0
2019-02-16,Jake Caprice,81.0,
2019-02-16,Jonny Smith,,66.0
2019-02-16,Ben Pringle,66.0,
2019-02-19,Kieron Morris,77.0,
2019-02-19,Harvey Gilmour,,61.0
2019-02-19,Ben Pringle,61.0,
2019-02-19,Jonny Smith,,77.0
2019-02-23,Ben Pringle,79.0,
2019-02-23,Luke McCullough,61.0,
2019-02-23,Ollie Banks,,61.0
2019-02-23,Jonny Smith,,79.0
2019-02-23,Sid Nelson,,85.0
2019-02-23,Mark Ellis,85.0,
2019-03-02,Jonny Smith,67.0,
2019-03-02,Harvey Gilmour,,67.0
2019-03-02,Sid Nelson,,89.0
2019-03-02,Ben Pringle,89.0,
2019-03-08,Adam Buxton,,39.0
2019-03-08,Ben Pringle,78.0,
2019-03-08,Jonny Smith,64.0,
2019-03-08,Zoumana Bakayogo,39.0,
2019-03-08,Ollie Banks,,64.0
2019-03-08,Harvey Gilmour,,78.0
2019-03-12,Ollie Banks,83.0,
2019-03-12,Jay Harris,,83.0
2019-03-12,Ben Pringle,72.0,
2019-03-12,Harvey Gilmour,,72.0
2019-03-23,Kieron Morris,,62.0
2019-03-23,Jay Harris,,71.0
2019-03-23,Ben Pringle,62.0,
2019-03-23,Ollie Banks,71.0,
2019-03-30,Ollie Banks,85.0,
2019-03-30,Harvey Gilmour,,75.0
2019-03-30,Jay Harris,,11.0
2019-03-30,Jonny Smith,,85.0
2019-03-30,Luke McCullough,11.0,
2019-03-30,Kieron Morris,75.0,
2019-04-02,Jay Harris,53.0,
2019-04-02,Jonny Smith,,53.0
2019-04-06,Chris Dagnall,,58.0
2019-04-06,Jonny Smith,58.0,
2019-04-13,Jay Harris,,34.0
2019-04-13,David Perkins,34.0,
2019-04-19,Ben Pringle,55.0,
2019-04-19,Paul Mullin,,55.0
2019-04-19,Sid Nelson,,27.0
2019-04-19,Chris Dagnall,,85.0
2019-04-19,Mark Ellis,27.0,
2019-04-19,Jay Harris,85.0,
2019-04-22,Paul Mullin,45.0,
2019-04-22,Sid Nelson,45.0,
2019-04-22,Harvey Gilmour,,45.0
2019-04-22,Evan Gumbs,89.0,45.0
2019-04-22,Adam Buxton,,89.0
2019-04-30,Paul Mullin,,82.0
2019-04-30,Jake Caprice,74.0,
2019-04-30,Ben Pringle,82.0,
2019-04-30,Adam Buxton,,74.0
2019-05-04,David Perkins,71.0,
2019-05-04,Connor Jennings,,59.0
2019-05-04,Ollie Banks,,59.0
2019-05-04,Jonny Smith,59.0,
2019-05-04,Ben Tollitt,59.0,
2019-05-04,Kieron Morris,,71.0
2019-05-10,Kieron Morris,62.0,
2019-05-10,Harvey Gilmour,,76.0
2019-05-10,Jonny Smith,,62.0
2019-05-10,Ollie Banks,76.0,
2019-05-13,Harvey Gilmour,,66.0
2019-05-13,Kieron Morris,66.0,
2019-05-25,Ben Pringle,,53.0
2019-05-25,Jay Harris,53.0,
2019-05-25,Kieron Morris,82.0,
2019-05-25,Adam Buxton,,115.0
2019-05-25,Steve McNulty,,82.0
2019-05-25,Sid Nelson,115.0,
2019-08-03,Jordan Ponticelli,45.0,
2019-08-03,Stefan Payne,45.0,
2019-08-03,Paul Mullin,,89.0
2019-08-03,Rushian Hepburn-Murphy,,45.0
2019-08-03,Sid Nelson,89.0,
2019-08-03,Morgan Ferrier,,45.0
2019-08-10,Connor Jennings,58.0,
2019-08-10,Morgan Ferrier,63.0,
2019-08-10,Corey Blackett-Taylor,,58.0
2019-08-10,Stefan Payne,,63.0
2019-08-13,Jordan Ponticelli,,80.0
2019-08-13,Connor Jennings,,62.0
2019-08-13,Morgan Ferrier,62.0,
2019-08-13,Darren Potter,62.0,
2019-08-13,Corey Blackett-Taylor,80.0,
2019-08-13,Paul Mullin,,62.0
2019-08-17,Sid Nelson,,84.0
2019-08-17,Stefan Payne,,66.0
2019-08-17,Kane Wilson,84.0,
2019-08-17,Morgan Ferrier,58.0,
2019-08-17,Corey Blackett-Taylor,66.0,
2019-08-17,Paul Mullin,,58.0
2019-08-20,Rushian Hepburn-Murphy,,75.0
2019-08-20,Kane Wilson,75.0,
2019-08-31,Rushian Hepburn-Murphy,,75.0
2019-08-31,Calum Woods,,89.0
2019-08-31,Sid Nelson,89.0,
2019-08-31,Paul Mullin,75.0,
2019-09-07,Sid Nelson,45.0,
2019-09-07,Paul Mullin,83.0,
2019-09-07,Kieron Morris,45.0,
2019-09-07,Ollie Banks,,45.0
2019-09-07,Rushian Hepburn-Murphy,,83.0
2019-09-07,Calum Woods,,45.0
2019-09-14,David Perkins,74.0,
2019-09-14,Kieron Morris,,62.0
2019-09-14,Cameron Borthwick-Jackson,,38.0
2019-09-14,Ollie Banks,,74.0
2019-09-14,Stefan Payne,62.0,
2019-09-14,Calum Woods,38.0,
2019-09-17,Darren Potter,89.0,
2019-09-17,Connor Jennings,,89.0
2019-09-17,Corey Blackett-Taylor,,81.0
2019-09-17,Stefan Payne,81.0,
2019-09-21,Corey Blackett-Taylor,,67.0
2019-09-21,George Ray,45.0,
2019-09-21,Cameron Borthwick-Jackson,,45.0
2019-09-21,Neil Danns,,49.0
2019-09-21,Darren Potter,67.0,
2019-09-21,David Perkins,49.0,
2019-09-28,Corey Blackett-Taylor,,69.0
2019-09-28,Connor Jennings,,69.0
2019-09-28,Paul Mullin,69.0,
2019-09-28,Darren Potter,80.0,
2019-09-28,Rushian Hepburn-Murphy,,80.0
2019-09-28,Kieron Morris,69.0,
2019-10-05,Kieron Morris,80.0,
2019-10-05,Darren Potter,60.0,
2019-10-05,Ollie Banks,75.0,
2019-10-05,Corey Blackett-Taylor,,75.0
2019-10-05,Rushian Hepburn-Murphy,,80.0
2019-10-05,Harvey Gilmour,,60.0
2019-10-08,Paul Mullin,,82.0
2019-10-08,Liam Ridehalgh,,82.0
2019-10-08,Corey Blackett-Taylor,82.0,
2019-10-08,George Ray,82.0,
2019-10-13,Rushian Hepburn-Murphy,,34.0
2019-10-13,Paul Mullin,34.0,
2019-10-18,Paul Mullin,,71.0
2019-10-18,Corey Blackett-Taylor,71.0,
2019-10-18,Connor Jennings,,65.0
2019-10-18,Rushian Hepburn-Murphy,65.0,
2019-10-22,Rushian Hepburn-Murphy,,74.0
2019-10-22,Paul Mullin,74.0,
2019-11-02,Corey Blackett-Taylor,,54.0
2019-11-02,Rushian Hepburn-Murphy,82.0,
2019-11-02,Jake Caprice,54.0,
2019-11-02,Paul Mullin,,82.0
2019-11-09,Corey Blackett-Taylor,,68.0
2019-11-09,Rushian Hepburn-Murphy,68.0,
2019-11-09,Jake Caprice,68.0,
2019-11-09,Morgan Ferrier,,68.0
2019-11-12,Jacob Maddox,75.0,
2019-11-12,Rushian Hepburn-Murphy,,75.0
2019-11-12,Kieron Morris,,75.0
2019-11-12,Stefan Payne,75.0,
2019-11-12,Morgan Ferrier,84.0,
2019-11-12,Danny Walker-Rice,,84.0
2019-11-17,Rushian Hepburn-Murphy,71.0,
2019-11-17,Morgan Ferrier,,45.0
2019-11-17,Corey Blackett-Taylor,,45.0
2019-11-17,Liam Ridehalgh,45.0,
2019-11-17,Paul Mullin,,71.0
2019-11-17,David Perkins,45.0,
2019-11-20,Corey Blackett-Taylor,,85.0
2019-11-20,Rushian Hepburn-Murphy,,73.0
2019-11-20,Stefan Payne,73.0,
2019-11-20,George Ray,45.0,
2019-11-20,Morgan Ferrier,85.0,
2019-11-20,Cameron Borthwick-Jackson,,45.0
2019-11-23,Darren Potter,64.0,
2019-11-23,Paul Mullin,,86.0
2019-11-23,Corey Blackett-Taylor,,37.0
2019-11-23,David Perkins,,64.0
2019-11-23,Rushian Hepburn-Murphy,86.0,
2019-11-23,George Ray,37.0,
2019-12-01,Darren Potter,62.0,
2019-12-01,Connor Jennings,,45.0
2019-12-01,Morgan Ferrier,78.0,
2019-12-01,Paul Mullin,,78.0
2019-12-01,Neil Danns,,62.0
2019-12-01,Rushian Hepburn-Murphy,45.0,
2019-12-04,Liam Ridehalgh,,89.0
2019-12-04,Corey Blackett-Taylor,,50.0
2019-12-04,Rushian Hepburn-Murphy,50.0,
2019-12-04,Calum Woods,89.0,
2019-12-04,Neil Danns,,66.0
2019-12-04,Carl Spellman,66.0,
2019-12-07,Scott Davies,32.0,
2019-12-07,Rushian Hepburn-Murphy,,89.0
2019-12-07,Calum Woods,,86.0
2019-12-07,Luke Pilling,,32.0
2019-12-07,Kieron Morris,86.0,
2019-12-07,Morgan Ferrier,89.0,
2019-12-14,Stefan Payne,,75.0
2019-12-14,Rushian Hepburn-Murphy,75.0,
2019-12-21,Darren Potter,,84.0
2019-12-21,Calum Woods,,89.0
2019-12-21,Morgan Ferrier,68.0,
2019-12-21,Neil Danns,84.0,
2019-12-21,Kieron Morris,89.0,
2019-12-21,Paul Mullin,,68.0
